,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,FlowTerminationReason,FlowType,HostType,Predicted Probability,Predicted Type
22046,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 04:01:45 AM,552122220,32,12,1376.0,3157.0,49.0,30.0,43.0,5.83648148536704,437.0,147.0,263.08333333333337,109.57393380588728,8.210138689944412,0.0796924999685758,12840051.627906976,50302163.632083885,287957519.0,8.0,552120002.0,17810322.64516129,58815058.55529073,288356026.0,8.0,551186593.0,50107872.09090909,92692116.5964703,288158926.0,1079.0,0,0,0,0,256,96,0.0579581817953278,0.0217343181732479,30.0,437.0,101.57777777777778,112.81329887934491,12726.840404040406,0,0,0,0,0,0,0,0,0.0,103.88636363636364,43.0,263.0833333333333,0,0,0,788,7,933,0,31,0,71,0,0,31,8,2068145.5,3277529.9246229623,6931256.0,20902.0,IDLE_TIMEOUT,Virut,INFECTED,0.93392503,MALICIOUS
22272,147.32.84.160-173.192.170.88-13023-80-6,147.32.84.160,13023,173.192.170.88,80,TCP,16/08/2011 05:03:02 AM,47774806,18,6,1496.0,261.0,187.0,0.0,83.11111111111111,95.61496860963884,261.0,0.0,43.5,106.55280381106824,36.77670611577157,0.5023568279900499,2077165.4782608692,4900310.876333487,21425038.0,6.0,42877396.0,2522199.7647058824,5640887.66813455,21744096.0,6.0,47574291.0,9514858.2,7111927.325336797,21425038.0,4382334.0,0,0,0,0,376,144,0.3767676209925373,0.1255892069975124,0.0,261.0,70.28000000000002,96.6934675490887,9349.626666666669,1,5,0,9,22,0,0,0,0.0,73.20833333333333,83.11111111111111,43.5,0,0,0,0,0,0,0,62,0,10,64240,6432,8,20,5391872.0,7341547.469377829,10583130.0,200614.0,TCP_FIN,Virut,INFECTED,0.9993672,MALICIOUS
22340,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 05:02:02 AM,535895623,58,29,2212.0,8830.0,49.0,30.0,38.13793103448277,5.8142241668022185,497.0,147.0,304.48275862068976,104.99612941493712,20.604758699438005,0.1623450468077437,6231344.453488371,36964483.84453266,322405009.0,5.0,535863106.0,9401107.122807017,45232312.3861385,322553315.0,5.0,535885139.0,19138754.96428572,63621322.686957724,322425031.0,11052.0,0,0,0,0,464,232,0.1082300312051625,0.0541150156025812,30.0,497.0,125.95454545454544,139.342949876378,19416.457680250787,0,0,0,0,0,0,0,0,0.0,127.40229885057472,38.13793103448276,304.48275862068965,0,0,0,2648,20,1839,0,25,0,101,0,0,57,8,791217.6,1431548.9814965469,3344927.0,40237.0,IDLE_TIMEOUT,Virut,INFECTED,0.9037997,MALICIOUS
22370,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 05:13:10 AM,469986333,32,16,1336.0,4996.0,49.0,29.0,41.75000000000001,6.440797386018436,421.0,147.0,312.25,101.17015370157348,13.472732195384925,0.1021306294027915,9999709.212765958,42898112.68815429,244313204.0,6.0,469973895.0,15160448.225806449,52367462.5006295,244333482.0,6.0,469888255.0,31325883.66666666,73078919.18394746,244480253.0,20712.0,0,0,0,0,256,128,0.0680870862685277,0.0340435431342638,29.0,421.0,129.81632653061223,140.36228028886947,19701.56972789116,0,0,0,0,0,0,0,0,0.0,132.52083333333334,41.75,312.25,0,0,0,1488,11,2329,0,27,0,104,0,0,31,8,558699.75,574487.8797922982,1128176.0,31140.0,IDLE_TIMEOUT,Virut,INFECTED,0.90570587,MALICIOUS
22433,147.32.84.160-147.32.80.9-1025-53-17,147.32.84.160,1025,147.32.80.9,53,UDP,16/08/2011 05:35:57 AM,601318803,40,20,1664.0,6322.0,49.0,30.0,41.6,5.830072348585701,412.0,147.0,316.1,101.18295050888868,13.280808716038104,0.099780681563021,10191844.118644064,48152735.86476943,298517848.0,4.0,601151442.0,15414139.538461544,58794683.38021927,298520016.0,4.0,601139284.0,31638909.68421053,82219152.7886736,298618341.0,11128.0,0,0,0,0,320,160,0.0665204543753473,0.0332602271876736,30.0,412.0,131.65573770491804,141.90089091168545,20135.86284153005,0,0,0,0,0,0,0,0,0.0,133.85,41.6,316.1,0,0,0,1996,15,1738,0,27,0,105,0,0,39,8,738461.6666666667,747196.8911299976,1526695.0,40504.0,IDLE_TIMEOUT,Virut,INFECTED,0.910235,MALICIOUS
22474,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 05:45:58 AM,600004088,46,23,1912.0,7366.0,49.0,29.0,41.565217391304365,5.487975436910706,412.0,147.0,320.26086956521743,101.52483681404551,15.463227977206715,0.1149992164720051,8823589.529411763,46532258.566159576,296776069.0,5.0,600003349.0,13333407.75555555,56891560.49469195,296838923.0,5.0,599628677.0,27255848.95454545,79905887.9307233,296776888.0,9024.0,0,0,0,0,368,184,0.07666614431467,0.038333072157335,29.0,412.0,133.18571428571423,143.80767076123672,20680.64616977225,0,0,0,0,0,0,0,0,0.0,135.1159420289855,41.56521739130435,320.2608695652174,0,0,0,2319,17,3806,0,27,0,106,0,0,45,8,732520.0,705500.6611598603,1442483.0,31568.0,IDLE_TIMEOUT,Virut,INFECTED,0.90689135,MALICIOUS
22496,147.32.84.160-147.32.80.9-1025-53-17,147.32.84.160,1025,147.32.80.9,53,UDP,16/08/2011 05:51:00 AM,597574680,40,20,1616.0,6351.0,49.0,30.0,40.39999999999999,6.5272603904799285,411.0,149.0,317.54999999999995,102.89262415383892,13.332224852632644,0.1004058605695944,10128384.40677966,47779941.086226165,299622541.0,5.0,597411878.0,15318253.282051288,58337531.66788343,299624627.0,5.0,597546223.0,31449801.210526317,81580033.76757564,299789130.0,10633.0,0,0,0,0,320,160,0.0669372403797296,0.0334686201898648,30.0,411.0,131.344262295082,143.44300671299172,20575.89617486339,0,0,0,0,0,0,0,0,0.0,133.53333333333333,40.4,317.55,0,0,0,1937,14,4203,0,26,0,105,0,0,39,8,304469.25,288014.13096626004,670129.0,20935.0,IDLE_TIMEOUT,Virut,INFECTED,0.9108668,MALICIOUS
22518,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 05:58:12 AM,465692827,36,17,1462.0,5485.0,48.0,29.0,40.61111111111112,6.198053970067782,412.0,147.0,322.6470588235294,107.12080865573608,14.917558521896666,0.113808924954732,8955631.288461538,46783775.76339798,297952504.0,5.0,465692094.0,13305488.4,56873458.56914422,298584398.0,5.0,465692163.0,29105760.1875,82588943.98203917,297998467.0,18482.0,0,0,0,0,288,136,0.07730417544095,0.0365047495137819,29.0,412.0,129.18518518518516,144.95803870060925,21012.83298392733,0,0,0,0,0,0,0,0,0.0,131.62264150943398,40.61111111111112,322.6470588235294,0,0,0,3137,23,3613,0,27,0,103,0,0,35,8,1516798.0,2144137.26517497,3032932.0,664.0,IDLE_TIMEOUT,Virut,INFECTED,0.91706747,MALICIOUS
22550,147.32.84.160-173.192.170.88-15389-80-6,147.32.84.160,15389,173.192.170.88,80,TCP,16/08/2011 06:20:45 AM,15278763,14,9,454.0,2021.0,227.0,0.0,32.42857142857142,82.43198994949087,1109.0,0.0,224.55555555555557,347.98279810613883,161.9895537354693,1.5053574690568865,694489.2272727273,2082490.9884711883,7151547.0,6.0,8181724.0,629363.3846153846,1964111.7607630573,7151822.0,6.0,15078172.0,1884771.5,3316400.8773724223,7266437.0,11.0,0,0,0,0,296,188,0.9163045463824526,0.5890529226744338,0.0,1109.0,103.125,235.01957596540024,55234.201086956535,1,3,0,8,21,0,0,0,0.0,107.6086956521739,32.42857142857143,224.55555555555557,0,0,0,1743,5,5583,0,19,0,87,64240,6432,2,20,515088.5,75555.06667656379,568514.0,461663.0,TCP_FIN,Virut,INFECTED,0.9048637,MALICIOUS
22664,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 06:56:00 AM,597480577,40,20,1722.0,7107.0,49.0,30.0,43.05,5.429973792258612,412.0,147.0,355.35,90.14332155546872,14.77704939687102,0.1004216744605574,10126789.440677963,49450965.19642817,296626542.0,6.0,597478393.0,15319958.794871792,60426922.95466823,296657436.0,6.0,597431091.0,31443741.63157895,84713982.85787156,296638467.0,1835.0,0,0,0,0,320,160,0.0669477829737049,0.0334738914868524,30.0,412.0,145.47540983606552,156.32344743697035,24437.020218579237,0,0,0,0,0,0,0,0,0.0,147.9,43.05,355.35,0,0,0,2207,15,4323,0,28,0,118,0,0,39,8,360310.3333333333,225679.73716382543,566041.0,118926.0,IDLE_TIMEOUT,Virut,INFECTED,0.9145067,MALICIOUS
22781,147.32.84.160-173.192.170.88-18566-80-6,147.32.84.160,18566,173.192.170.88,80,TCP,16/08/2011 08:08:11 AM,78391093,16,4,1496.0,261.0,187.0,0.0,93.5,96.56638476543829,261.0,0.0,65.25,130.5,22.41326064939546,0.2551310261741088,4125847.0,8328449.531556299,28029103.0,6.0,73504330.0,4900288.666666666,9279540.668293685,28343073.0,6.0,75190112.0,25063370.666666664,18757105.305679403,42160933.0,5000076.0,0,0,0,0,352,84,0.204104820939287,0.0510262052348217,0.0,261.0,83.66666666666667,100.2174302870181,10043.533333333336,1,5,0,9,16,0,0,0,0.0,87.85,93.5,65.25,0,0,0,0,0,0,0,74,0,13,64240,6432,8,20,850568.0000000001,1570191.9260676384,3201578.0,10.0,TCP_FIN,Virut,INFECTED,0.99954885,MALICIOUS
22784,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 08:01:07 AM,585933480,22,11,898.0,2372.0,49.0,31.0,40.81818181818182,6.630638579003381,421.0,147.0,215.63636363636363,93.43690141188624,5.580838289015333,0.056320386402907,18310421.25,50894544.17366446,241868422.0,2.0,585822845.0,27896325.952380944,61151101.42758327,241878494.0,2.0,585653000.0,58565300.0,79474904.17097251,241990332.0,10563.0,0,0,0,0,176,88,0.0375469242686046,0.0187734621343023,31.0,421.0,97.08823529411764,97.9865073108194,9601.35561497326,0,0,0,0,0,0,0,0,0.0,100.03030303030305,40.81818181818182,215.63636363636363,0,0,0,790,7,1981,0,27,0,71,0,0,21,8,656435.2,691606.7826863036,1739789.0,118368.0,IDLE_TIMEOUT,Virut,INFECTED,0.90210986,MALICIOUS
22846,147.32.84.160-173.192.170.88-19445-80-6,147.32.84.160,19445,173.192.170.88,80,TCP,16/08/2011 08:36:50 AM,27537509,24,11,908.0,2344.0,227.0,0.0,37.83333333333333,86.41742309565099,1587.0,0.0,213.0909090909091,473.2216086666911,118.09347025542506,1.270993683560848,809926.7352941178,1791489.0266432643,6008893.0,7.0,22537371.0,979885.695652174,1921592.836702724,6008893.0,7.0,18324970.0,1832497.0,2362783.1221302464,6000004.0,26.0,0,0,0,0,528,244,0.8715385258702957,0.3994551576905522,0.0,1587.0,90.33333333333334,275.2258293526557,75749.25714285714,1,9,0,10,29,0,0,0,0.0,92.91428571428573,37.833333333333336,213.0909090909091,0,0,0,2798,8,1987,0,25,0,66,64240,6432,4,20,3509577.333333333,929882.7734291744,4582746.0,2942765.0,TCP_FIN,Virut,INFECTED,0.99999774,MALICIOUS
22849,147.32.84.160-173.192.170.88-19503-80-6,147.32.84.160,19503,173.192.170.88,80,TCP,16/08/2011 08:38:34 AM,50770689,12,4,748.0,261.0,187.0,0.0,62.333333333333336,92.07243525254088,261.0,0.0,65.25,130.5,19.8736715981932,0.3151424634004868,3384712.6,9360909.1316655,36488315.0,7.0,45936965.0,4176087.727272727,11001002.281338869,36854716.0,7.0,47597387.0,15865795.666666668,17868244.288631193,36488315.0,4999625.0,0,0,0,0,272,84,0.2363568475503651,0.0787856158501217,0.0,261.0,59.3529411764706,96.21261688083754,9256.867647058823,1,5,0,5,12,0,0,0,0.0,63.0625,62.333333333333336,65.25,0,0,0,0,0,0,0,46,0,16,64240,6432,4,20,1687166.0,2102440.5925019616,3173816.0,200516.0,TCP_FIN,Virut,INFECTED,0.9993999,MALICIOUS
22899,147.32.84.160-173.192.170.88-19776-80-6,147.32.84.160,19776,173.192.170.88,80,TCP,16/08/2011 08:46:34 AM,62616437,16,5,748.0,261.0,187.0,0.0,46.75,83.62894235849214,261.0,0.0,52.2,116.72274842548904,16.11397978457318,0.3353751986878461,3130821.85,8144430.331860406,36076453.0,7.0,57572050.0,3838136.6666666665,9400460.988888796,36452878.0,7.0,53514239.0,13378559.75,15293964.77895834,36076453.0,3438205.0,0,0,0,0,368,116,0.2555239609050256,0.0798512377828205,0.0,261.0,45.86363636363637,87.75523072433073,7700.980519480519,1,8,0,5,15,0,0,0,0.0,48.04761904761905,46.75,52.2,0,0,0,0,0,0,0,35,0,12,64240,6432,4,20,1752219.25,1825098.260211465,3638944.0,175843.0,TCP_FIN,Virut,INFECTED,0.9999924,MALICIOUS
22901,147.32.84.160-173.192.170.88-19823-80-6,147.32.84.160,19823,173.192.170.88,80,TCP,16/08/2011 08:48:05 AM,58319259,18,6,748.0,261.0,187.0,0.0,41.55555555555557,79.99722217399524,261.0,0.0,43.5,106.55280381106824,17.30131722009705,0.4115278625196523,2535619.956521739,6725390.726785203,31926785.0,6.0,53435689.0,3143275.823529412,7792599.005566293,32246250.0,6.0,49146647.0,9829329.4,12420632.048952514,31926785.0,2610933.0,0,0,0,0,408,144,0.3086458968897392,0.102881965629913,0.0,261.0,40.36,83.48496870694747,6969.739999999999,1,9,0,5,18,0,0,0,0.0,42.04166666666666,41.55555555555556,43.5,0,0,0,0,0,0,0,31,0,10,64240,6432,4,20,3127387.0,614942.7287243911,3807646.0,2610933.0,TCP_FIN,Virut,INFECTED,0.9999982,MALICIOUS
23020,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 08:54:35 AM,431010755,34,17,1390.0,4769.0,49.0,30.0,40.88235294117648,6.158338549466048,421.0,147.0,280.52941176470586,108.81700099654628,14.289666623284145,0.1183265136852559,8620215.100000001,41717118.7731129,285347781.0,6.0,430952610.0,13059170.0,51045262.71732027,285350005.0,6.0,431000446.0,26937527.875,71881339.95547847,285484588.0,10491.0,0,0,0,0,272,136,0.0788843424568373,0.0394421712284186,30.0,421.0,119.38461538461536,128.84420655425012,16600.82956259427,0,0,0,0,0,0,0,0,0.0,121.72549019607844,40.88235294117647,280.52941176470586,0,0,0,1485,12,1683,0,27,0,93,0,0,33,8,561884.25,741313.4458353295,1652526.0,20800.0,IDLE_TIMEOUT,Virut,INFECTED,0.9022531,MALICIOUS
23052,147.32.84.160-173.192.170.88-20981-80-6,147.32.84.160,20981,173.192.170.88,80,TCP,16/08/2011 09:25:48 AM,21426332,20,10,908.0,2033.0,227.0,0.0,45.400000000000006,93.15883436933198,1330.0,0.0,203.3,408.5889132122897,137.26101135742692,1.4001463246252324,738839.0344827587,1664346.7753816356,5791694.0,6.0,16582844.0,872781.2631578948,1794493.9905536617,5791960.0,6.0,21225582.0,2358398.0,2479100.93601612,5970986.0,19.0,0,0,0,0,416,216,0.9334308830834882,0.4667154415417441,0.0,1330.0,94.87096774193547,247.8516682662548,61430.44946236559,1,4,0,10,28,0,0,0,0.0,98.03333333333332,45.4,203.3,0,0,0,425,4,404,0,30,0,67,64240,6432,4,20,2222031.5,2888869.905295235,4264771.0,179292.0,TCP_FIN,Virut,INFECTED,0.99595463,MALICIOUS
23088,147.32.84.160-173.192.170.88-21427-80-6,147.32.84.160,21427,173.192.170.88,80,TCP,16/08/2011 09:40:46 AM,15306597,18,11,454.0,2332.0,227.0,0.0,25.22222222222222,73.40744917766342,1370.0,0.0,212.0,400.4964419317605,182.01302353488495,1.8946079262425213,546664.1785714286,1702302.0909763267,7661640.0,7.0,7644957.0,449703.3529411765,1252513.7427329365,5189445.0,7.0,15106086.0,1510608.6,2736341.143498668,7776859.0,15.0,0,0,0,0,376,228,1.1759635404263926,0.7186443858161288,0.0,1370.0,92.86666666666666,258.8228968890175,66989.29195402298,1,3,0,10,27,0,0,0,0.0,96.06896551724138,25.22222222222222,212.0,0,0,0,2054,7,1858,0,15,0,80,64240,6432,2,20,1227961.0,10616.501212734824,1235468.0,1220454.0,TCP_FIN,Virut,INFECTED,0.94233596,MALICIOUS
23179,147.32.84.160-147.32.80.9-1034-53-17,147.32.84.160,1034,147.32.80.9,53,UDP,16/08/2011 09:54:38 AM,450219505,30,15,1274.0,4487.0,49.0,31.0,42.46666666666666,5.481840449396871,421.0,147.0,299.1333333333333,110.41730368190012,12.79598048511914,0.0999512448933104,10232261.477272728,40128244.584081896,225052744.0,5.0,450209227.0,15524456.103448275,48874174.082946576,225063256.0,5.0,450209816.0,32157844.0,67605052.14358036,225063033.0,31940.0,0,0,0,0,240,120,0.0666341632622069,0.0333170816311034,31.0,421.0,126.30434782608695,136.33665351543377,18587.68309178744,0,0,0,0,0,0,0,0,0.0,129.11111111111111,42.46666666666667,299.1333333333333,0,0,0,4661,33,2954,0,28,0,99,0,0,29,8,456151.25,754523.4814178527,1577508.0,9689.0,IDLE_TIMEOUT,Virut,INFECTED,0.9005132,MALICIOUS
23184,147.32.84.160-173.192.170.88-22328-80-6,147.32.84.160,22328,173.192.170.88,80,TCP,16/08/2011 10:10:47 AM,28435014,34,18,908.0,2171.0,227.0,0.0,26.70588235294117,74.23693820903719,1370.0,0.0,120.61111111111106,319.51362649555324,108.28199346059756,1.8287312958593935,557549.2941176471,1456707.5941634998,6008659.0,1.0,23807337.0,721434.4545454546,1616031.5412026132,6008659.0,4.0,19248540.0,1132267.0588235294,1907380.528147159,5999742.0,7.0,0,0,0,0,728,384,1.1957089242157577,0.6330223716436363,0.0,1370.0,58.09433962264151,197.3186864080681,38934.6640058055,1,9,0,17,46,0,0,0,0.0,59.21153846153846,26.705882352941178,120.61111111111111,0,0,0,2625,15,1082,0,17,0,41,64240,6432,4,20,3323963.0,490206.0186982612,3670591.0,2977335.0,TCP_FIN,Virut,INFECTED,0.99999833,MALICIOUS
23194,147.32.84.160-173.192.170.88-22476-80-6,147.32.84.160,22476,173.192.170.88,80,TCP,16/08/2011 10:15:48 AM,32412167,20,7,1816.0,2100.0,227.0,0.0,90.8,114.09580461865784,1330.0,0.0,300.0,472.68347407823205,120.81882707811546,0.8330205135620831,1246621.8076923075,2707218.840094743,12017313.0,9.0,27611461.0,1453234.7894736845,3014898.226932758,12017313.0,9.0,32211613.0,5368602.166666667,7873508.631055495,21089172.0,342119.0,0,0,0,0,416,144,0.6170522322682097,0.2159682812938734,0.0,1330.0,139.85714285714286,260.7062650067248,67967.75661375662,1,3,0,12,25,0,0,0,0.0,145.03703703703704,90.8,300.0,0,0,0,0,0,0,0,67,0,77,64240,6432,8,20,1581554.5,2236643.0956101376,3163100.0,9.0,TCP_FIN,Virut,INFECTED,0.9630739,MALICIOUS
23208,147.32.84.160-173.192.170.88-22653-80-6,147.32.84.160,22653,173.192.170.88,80,TCP,16/08/2011 10:21:30 AM,54401327,20,7,2270.0,2009.0,227.0,0.0,113.49999999999996,116.44854296166498,1330.0,0.0,287.00000000000006,474.3490276157421,78.65616954527597,0.4963114226974647,2092358.7307692303,5221597.458785221,24034763.0,9.0,49402002.0,2600105.3684210526,5980085.034579862,24034763.0,9.0,54200569.0,9033428.166666666,17787160.570645235,45175807.0,39972.0,0,0,0,0,416,144,0.3676380908870109,0.1286733318104538,0.0,1330.0,152.82142857142853,257.3362195536802,66221.9298941799,1,3,0,14,25,0,0,0,0.0,158.4814814814815,113.5,287.0,0,0,0,0,0,0,0,84,0,74,64240,6432,10,20,1058502.0,1833361.0573798604,3175485.0,10.0,TCP_FIN,Virut,INFECTED,0.96609217,MALICIOUS
23217,147.32.84.160-173.192.170.88-22920-80-6,147.32.84.160,22920,173.192.170.88,80,TCP,16/08/2011 10:30:47 AM,32430862,22,9,908.0,2272.0,227.0,0.0,41.27272727272727,89.61302085352052,1330.0,0.0,252.44444444444449,453.1429440891448,98.0547479743215,0.9558796186175996,1081028.7333333334,2136833.613161224,7684766.0,5.0,27737748.0,1320845.1428571427,2351413.0765025374,7684766.0,5.0,23219012.0,2902376.5,2951031.8127579917,7885814.0,12.0,0,0,0,0,488,196,0.6783661809544255,0.277513437663174,0.0,1330.0,99.375,260.6669794844533,67947.27419354841,1,8,0,9,25,0,0,0,0.0,102.58064516129032,41.27272727272727,252.44444444444449,0,0,0,0,0,0,0,29,0,73,64240,6432,4,20,3768009.5,1081966.0062037532,4533075.0,3002944.0,TCP_FIN,Virut,INFECTED,0.9999901,MALICIOUS
132691,147.32.84.180-46.4.36.120-2097-443-6,147.32.84.180,2097,46.4.36.120,443,TCP,11/08/2011 01:29:49 PM,39258742,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7132169441394735,1454027.481481481,3451724.7436570846,15652087.0,27423.0,39231291.0,2802235.071428571,4456572.098845401,15652087.0,501008.0,39225538.0,3268794.833333333,5636576.352394369,19062499.0,500557.0,0,0,0,0,420,260,0.3820805057890036,0.3311364383504698,0.0,0.0,0.0,0.0,0.0,0,15,13,0,13,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,2796143.0,3081583.1479272144,6354411.0,1002820.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
133935,147.32.84.180-173.192.170.88-4338-80-6,147.32.84.180,4338,173.192.170.88,80,TCP,11/08/2011 01:05:55 PM,17092218,8,3,1146.0,0.0,382.0,0.0,143.25,197.7037827515845,0.0,0.0,0.0,0.0,67.0480566068137,0.6435677335732555,1709221.8,2585692.326087533,7160773.0,226.0,17092218.0,2441745.4285714286,2818178.5632019406,7160773.0,11471.0,9730479.0,4865239.5,1604393.466707123,5999717.0,3730762.0,0,0,0,0,168,84,0.4680492607805493,0.175518472792706,0.0,382.0,95.5,172.76600044305857,29848.09090909092,0,4,1,3,10,0,0,0,0.0,104.1818181818182,143.25,0.0,0,0,0,0,0,0,0,104,0,0,64240,5840,3,20,2316705.0,2284012.8859886057,3931746.0,701664.0,UNKNOWN,Neris,INFECTED,0.9960162,MALICIOUS
140952,147.32.84.180-46.4.36.120-1162-443-6,147.32.84.180,1162,46.4.36.120,443,TCP,11/08/2011 02:26:44 PM,18165901,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908674499547256,1068582.4117647058,2475225.756258307,8523191.0,27422.0,18138466.0,2267308.25,3323099.100999795,8550808.0,479031.0,18138237.0,2267279.6250000005,3323177.71084291,8550932.0,478833.0,0,0,0,0,252,180,0.4954337249773627,0.4954337249773627,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1019740.0,14700.749980868322,1030135.0,1009345.0,UNKNOWN,Neris,INFECTED,0.9999982,MALICIOUS
141538,147.32.84.180-46.4.36.120-2873-443-6,147.32.84.180,2873,46.4.36.120,443,TCP,11/08/2011 02:39:52 PM,22002701,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8180813800996524,1294276.5294117648,3105355.0994433817,10608012.0,27387.0,21975314.0,2746914.25,4202191.98429805,10635754.0,500600.0,21975292.0,2746911.5000000005,4202075.201600956,10635448.0,500777.0,0,0,0,0,252,180,0.4090406900498262,0.4090406900498262,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1031551.5,775.6961389616426,1032100.0,1031003.0,UNKNOWN,Neris,INFECTED,0.9999982,MALICIOUS
141753,147.32.84.160-98.126.71.122-11607-80-6,147.32.84.160,11607,98.126.71.122,80,TCP,16/08/2011 04:15:56 AM,19875546,16,3,1794.0,0.0,299.0,0.0,112.125,149.5,0.0,0.0,0.0,0.0,90.26167130201102,0.95594858123646,1104197.0,2734972.29168371,10296376.0,6.0,19875546.0,1325036.4,2961343.211703452,10296376.0,6.0,9360554.0,4680277.0,2661919.034125944,6562538.0,2798016.0,0,0,0,0,336,84,0.8050093315675454,0.1509392496689147,0.0,299.0,89.70000000000002,140.57854144850657,19762.32631578948,0,5,2,6,17,0,0,0,0.0,94.42105263157896,112.125,0.0,0,0,0,0,0,0,0,94,0,0,64240,16384,6,20,1835300.0,1825915.1720104637,3126417.0,544183.0,UNKNOWN,Virut,INFECTED,0.9998816,MALICIOUS
142599,147.32.84.180-46.4.36.120-2046-443-6,147.32.84.180,2046,46.4.36.120,443,TCP,11/08/2011 02:31:30 PM,59223760,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039320705068371,3483750.588235294,12014933.08607762,49737647.0,27447.0,59196242.0,7399530.25,17243608.27199539,49766303.0,500357.0,59194619.0,7399327.374999999,17243253.769057266,49765199.0,500169.0,0,0,0,0,252,180,0.1519660352534185,0.1519660352534185,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1031254.0,883.8834764831844,1031879.0,1030629.0,UNKNOWN,Neris,INFECTED,0.999998,MALICIOUS
142947,147.32.84.180-46.4.36.120-1998-443-6,147.32.84.180,1998,46.4.36.120,443,TCP,11/08/2011 01:29:06 PM,17585911,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.023546633438552,1034465.3529411764,2377177.8293281123,8299018.0,27465.0,17558409.0,2194801.125,3185335.4560824265,8326483.0,501016.0,17558413.0,2194801.625,3185438.017558067,8326809.0,500946.0,0,0,0,0,252,180,0.5117733167192761,0.5117733167192761,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1030763.0,199.4041122946064,1030904.0,1030622.0,UNKNOWN,Neris,INFECTED,0.9999982,MALICIOUS
