,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min
279873,9032078,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806415.6,2693237.328767612,6022818.0,10.0,9032078.0,1806415.6,2693237.328767612,6022818.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
279962,8966090,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793218.0,2682096.677788107,6009072.0,10.0,8966090.0,1793218.0,2682096.677788107,6009072.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
279966,19032927,36,8,1172,29995,586.0,0.0,32.555555555555564,136.1340609093938,7300.0,0.0,3749.375,3151.990796646281,442626.2093023256,2901465.8979695938,19026341.0,4.0,19032927.0,543797.9142857144,3216005.8918130053,19026341.0,4.0,5707.0,815.2857142857142,507.5508888396362,1347.0,18.0,0,0,0,0,736,168,0.0,7300.0,692.6,1913.518610499326,3661553.472727272,0,3,2,3,42,0,0,0,0.0,708.3409090909091,32.55555555555556,3749.375,0,0,0,31167,8,5935440,0,26,0,681,64240,6446,2,20
279970,9012170,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802434.0,2687044.61806973,6008623.0,6.0,9012170.0,1802434.0,2687044.61806973,6008623.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
279976,8966394,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793278.8,2681995.9377282253,6008597.0,6.0,8966394.0,1793278.8,2681995.9377282253,6008597.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
279994,3004405,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001468.3333333333,1734576.71499687,3004385.0,9.0,3004405.0,1001468.3333333333,1734576.71499687,3004385.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280019,9013155,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802631.0,2687102.461635488,6008438.0,9.0,9013155.0,1802631.0,2687102.461635488,6008438.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280025,282849879,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35356234.875,57455990.66755638,138017187.0,2908191.0,282849879.0,35356234.875,57455990.66755638,138017187.0,2908191.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,252,0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280045,2957492,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985830.6666666667,1707500.1420724196,2957482.0,4.0,2957492.0,985830.6666666667,1707500.1420724196,2957482.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280046,9013500,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802700.0,2687361.2837661966,6009224.0,9.0,9013500.0,1802700.0,2687361.2837661966,6009224.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280067,156304029,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31260805.8,59827107.690702654,138253971.0,3008501.0,156304029.0,31260805.8,59827107.690702654,138253971.0,3008501.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280101,9013663,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802732.6,2687383.138400031,6009238.0,9.0,9013663.0,1802732.6,2687383.138400031,6009238.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280107,9012999,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802599.8,2687090.6056733,6008458.0,9.0,9012999.0,1802599.8,2687090.6056733,6008458.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280118,8866155,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773231.0,2642774.992404953,5908650.0,10.0,8866155.0,1773231.0,2642774.992404953,5908650.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280122,8851848,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770369.6,2669987.029551417,6008475.0,9.0,8851848.0,1770369.6,2669987.029551417,6008475.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280143,8891454,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778290.8,2645667.782600397,5908776.0,9.0,8891454.0,1778290.8,2645667.782600397,5908776.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280171,9012963,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802592.6,2687196.98792102,6008848.0,4.0,9012963.0,1802592.6,2687196.98792102,6008848.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280173,8965714,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793142.8,2681901.696860868,6008529.0,9.0,8965714.0,1793142.8,2681901.696860868,6008529.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280186,9012848,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802569.6,2687216.843293503,6008969.0,9.0,9012848.0,1802569.6,2687216.843293503,6008969.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280188,8913532,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782706.4,2648178.111718092,5908705.0,9.0,8913532.0,1782706.4,2648178.111718092,5908705.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280211,9012083,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802416.6,2686848.437263963,6007958.0,10.0,9012083.0,1802416.6,2686848.437263963,6007958.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280214,9012682,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802536.4,2687131.473065339,6008717.0,4.0,9012682.0,1802536.4,2687131.473065339,6008717.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280215,8966357,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793271.4,2682004.753744445,6008646.0,9.0,8966357.0,1793271.4,2682004.753744445,6008646.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280229,157487587,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31497517.4,60507253.77659478,139701835.0,2879111.0,157487587.0,31497517.4,60507253.77659478,139701835.0,2879111.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280341,9012931,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802586.2,2687101.168915436,6008520.0,9.0,9012931.0,1802586.2,2687101.168915436,6008520.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280350,8965788,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793157.6,2681108.025712187,6005716.0,11.0,8965788.0,1793157.6,2681108.025712187,6005716.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280369,8966504,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793300.8,2682013.61772022,6008623.0,10.0,8966504.0,1793300.8,2682013.61772022,6008623.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280507,8866204,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773240.8,2642579.5222684788,5907929.0,10.0,8866204.0,1773240.8,2642579.5222684788,5907929.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280512,8912664,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782532.8,2647973.817807721,5908323.0,9.0,8912664.0,1782532.8,2647973.817807721,5908323.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280535,9012603,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802520.6,2687159.827925816,6008865.0,10.0,9012603.0,1802520.6,2687159.827925816,6008865.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280562,8912625,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782525.0,2647865.4272076404,5907943.0,6.0,8912625.0,1782525.0,2647865.4272076404,5907943.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280566,8967098,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793419.6,2682046.276496791,6008512.0,10.0,8967098.0,1793419.6,2682046.276496791,6008512.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280572,9013053,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802610.6,2687116.207885007,6008525.0,7.0,9013053.0,1802610.6,2687116.207885007,6008525.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280595,155964941,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31192988.2,59762018.94393297,138062748.0,2879394.0,155964941.0,31192988.2,59762018.94393297,138062748.0,2879394.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280605,9013305,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802661.0,2687223.7609483697,6008811.0,9.0,9013305.0,1802661.0,2687223.7609483697,6008811.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280636,284452827,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56890565.4,117246208.2443983,266609558.0,2922435.0,284452827.0,56890565.4,117246208.2443983,266609558.0,2922435.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280643,9012928,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802585.6,2687103.628432815,6008531.0,9.0,9012928.0,1802585.6,2687103.628432815,6008531.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280683,9012576,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802515.2,2687044.4289984675,6008462.0,9.0,9012576.0,1802515.2,2687044.4289984675,6008462.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280685,9013577,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802715.4,2687277.0929593025,6008882.0,6.0,9013577.0,1802715.4,2687277.0929593025,6008882.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280720,8966527,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793305.4,2682038.5455054147,6008698.0,8.0,8966527.0,1793305.4,2682038.5455054147,6008698.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280743,8966847,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793369.4,2682109.8449350097,6008813.0,3.0,8966847.0,1793369.4,2682109.8449350097,6008813.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280766,8965663,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793132.6,2681757.3285626164,6008036.0,5.0,8965663.0,1793132.6,2681757.3285626164,6008036.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280787,8913279,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782655.8,2676379.00371728,6008770.0,9.0,8913279.0,1782655.8,2676379.00371728,6008770.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280788,8962254,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792450.8,2681538.399983618,6008574.0,10.0,8962254.0,1792450.8,2681538.399983618,6008574.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280804,9012882,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802576.4,2686975.518080933,6008099.0,10.0,9012882.0,1802576.4,2686975.518080933,6008099.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280811,9013298,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802659.6,2687115.941033118,6008419.0,6.0,9013298.0,1802659.6,2687115.941033118,6008419.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280821,9012926,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802585.2,2687082.163237328,6008459.0,10.0,9012926.0,1802585.2,2687082.163237328,6008459.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280870,8965327,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793065.4,2681702.37218251,6007971.0,6.0,8965327.0,1793065.4,2681702.37218251,6007971.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
280941,8965750,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793150.0,2681731.4620744563,6007906.0,6.0,8965750.0,1793150.0,2681731.4620744563,6007906.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281006,9013045,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802609.0,2687080.938113793,6008399.0,4.0,9013045.0,1802609.0,2687080.938113793,6008399.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281009,282616140,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56523228.0,116427602.28755176,264777854.0,2900170.0,282616140.0,56523228.0,116427602.28755176,264777854.0,2900170.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281020,9012836,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802567.2,2687022.631383703,6008283.0,11.0,9012836.0,1802567.2,2687022.631383703,6008283.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281039,9011829,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802365.8,2686966.530990608,6008480.0,9.0,9011829.0,1802365.8,2686966.530990608,6008480.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281056,8966460,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793292.0,2681949.1341940104,6008414.0,10.0,8966460.0,1793292.0,2681949.1341940104,6008414.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281064,9012765,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802553.0,2686933.929820102,6007991.0,9.0,9012765.0,1802553.0,2686933.929820102,6007991.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281090,8965857,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793171.4,2681942.812973144,6008619.0,9.0,8965857.0,1793171.4,2681942.812973144,6008619.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281098,8966795,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793359.0,2681911.8272433938,6008149.0,6.0,8966795.0,1793359.0,2681911.8272433938,6008149.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281116,9012620,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802524.0,2687116.4370494816,6008700.0,9.0,9012620.0,1802524.0,2687116.4370494816,6008700.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281140,9012923,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802584.6,2687003.298360145,6008174.0,9.0,9012923.0,1802584.6,2687003.298360145,6008174.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281144,8966700,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793340.0,2682031.1986394757,6008610.0,10.0,8966700.0,1793340.0,2682031.1986394757,6008610.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281145,8865251,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773050.2,2642596.400437589,5908368.0,9.0,8865251.0,1773050.2,2642596.400437589,5908368.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
